0.000000000	0.00000
0.000000002	0.00087
0.000000004	0.00313
0.000000006	0.00000
0.000000008	0.00396
0.000000010	0.00140
0.000000012	0.75613
0.000000014	0.00000
0.000000016	0.00877
0.000000018	0.00000
0.000000020	0.00000
0.000000022	0.00302
0.000000024	0.00150
0.000000026	0.00005
0.000000028	0.00139
0.000000030	0.00000
0.000000032	0.00000
0.000000034	0.00000
0.000000036	0.00387
0.000000038	0.00000
0.000000040	0.00494
0.000000042	0.00171
0.000000044	0.00000
0.000000046	0.00721
0.000000048	0.00000
0.000000050	0.00019
0.000000052	0.00000
0.000000054	0.00254
0.000000056	0.00000
0.000000058	0.00000
0.000000060	0.00048
0.000000062	0.00398
0.000000064	0.00126
0.000000066	0.00000
0.000000068	0.00355
0.000000070	0.00000
0.000000072	0.00780
0.000000074	0.00000
0.000000076	0.00000
0.000000078	0.00417
0.000000080	0.00463
0.000000082	0.00000
0.000000084	0.00026
0.000000086	0.00000
0.000000088	0.00330
0.000000090	0.00000
0.000000092	0.00065
0.000000094	0.00703
0.000000096	0.00029
0.000000098	0.00000
0.000000100	0.00000
0.000000102	0.00000
0.000000104	0.00102
0.000000106	0.36817
0.000000108	0.00000
0.000000110	0.00000
0.000000112	0.89235
0.000000114	0.00000
0.000000116	0.00287
0.000000118	0.00000
0.000000120	0.98859
0.000000122	0.00138
0.000000124	0.00000
0.000000126	0.00000
0.000000128	0.00028
0.000000130	0.00859
0.000000132	0.00000
0.000000134	0.00000
0.000000136	0.00531
0.000000138	0.00000
0.000000140	0.00041
0.000000142	0.00471
0.000000144	0.00000
0.000000146	0.00511
0.000000148	0.00120
0.000000150	0.00099
0.000000152	0.00000
0.000000154	0.00000
0.000000156	0.00197
0.000000158	0.00000
0.000000160	0.00680
0.000000162	0.00000
0.000000164	0.00306
0.000000166	0.00411
0.000000168	0.00000
0.000000170	0.00000
0.000000172	0.00000
0.000000174	0.00261
0.000000176	0.00307
0.000000178	0.00000
0.000000180	0.00000
0.000000182	0.00347
0.000000184	0.00000
0.000000186	0.00239
0.000000188	0.00000
0.000000190	0.00370
0.000000192	0.00127
0.000000194	0.00000
0.000000196	0.00111
0.000000198	0.00000
0.000000200	0.00233
0.000000202	0.00511
0.000000204	0.00000
0.000000206	0.00000
0.000000208	0.00615
0.000000210	0.00000
0.000000212	0.00161
0.000000214	0.00000
0.000000216	0.00116
0.000000218	0.00000
0.000000220	0.00000
0.000000222	0.00159
0.000000224	0.00553
0.000000226	0.00000
0.000000228	0.00000
0.000000230	0.00237
0.000000232	0.00153
0.000000234	0.00033
0.000000236	0.00000
0.000000238	0.00000
0.000000240	0.00260
0.000000242	0.00453
0.000000244	0.00134
0.000000246	0.00000
0.000000248	0.00000
0.000000250	0.00405
0.000000252	0.00000
0.000000254	0.00508
0.000000256	0.00000
0.000000258	0.00156
0.000000260	0.00000
0.000000262	0.00000
0.000000264	0.00613
0.000000266	0.00154
0.000000268	0.00000
0.000000270	0.00064
0.000000272	0.00000
0.000000274	0.00173
0.000000276	0.00000
0.000000278	0.00000
0.000000280	0.00804
0.000000282	0.00000
0.000000284	0.00000
0.000000286	0.00000
0.000000288	0.00000
0.000000290	0.00588
0.000000292	0.00000
0.000000294	0.00000
0.000000296	0.00000
0.000000298	0.00745
0.000000300	0.00000
0.000000302	0.00000
0.000000304	0.00518
0.000000306	0.00000
0.000000308	0.00242
0.000000310	0.00000
0.000000312	0.00313
0.000000314	0.00000
0.000000316	0.00045
0.000000318	0.00156
0.000000320	0.00722
0.000000322	0.00049
0.000000324	0.00000
0.000000326	0.00194
0.000000328	0.00516
0.000000330	0.00000
0.000000332	0.00080
0.000000334	0.00167
0.000000336	0.00170
0.000000338	0.00000
0.000000340	0.00122
0.000000342	0.00000
0.000000344	0.00397
0.000000346	0.00000
0.000000348	0.00000
0.000000350	0.00564
0.000000352	0.00000
0.000000354	0.00495
0.000000356	0.00000
0.000000358	0.00000
0.000000360	0.00057
0.000000362	0.00431
0.000000364	0.00000
0.000000366	0.00273
0.000000368	0.00000
0.000000370	0.00257
0.000000372	0.00008
0.000000374	0.00513
0.000000376	0.00128
0.000000378	0.00000
0.000000380	0.00723
0.000000382	0.00061
0.000000384	0.00000
0.000000386	0.00267
0.000000388	0.00000
0.000000390	0.00588
0.000000392	0.00030
0.000000394	0.00000
0.000000396	0.00762
0.000000398	0.00000
0.000000400	0.00251
0.000000402	0.00000
0.000000404	0.00000
0.000000406	0.00165
0.000000408	0.00000
0.000000410	0.00504
0.000000412	0.00180
